이름,영문 이름,defName,출처 모드,packageId,건축 탭,크기,칸 수,통행,전력,중력선,특징,연구,건설 비용,체력,작업량,아름다움,지형 조건,포장 가능,설명,제작 레시피 수,대표 제작품,실제 적용값(모드 설정)
밀리라 나글파르급 행성 파괴자 - 용골,Milira Naglfar-class Star Destroyer - Carina,PLAMilira_Naglfar_Left,Milira:Wings of Democracy,sleepycot.wingsofdemocracy,방어,8x11,88,불가,,,조명 반경 15,Naglfar,"Plasteel 260, Milira_SunPlateSteel 130, Milira_SplendidSteel 500, Milira_SolarCrystal 46, ComponentSpacer 14, Milira_StarshipBattery 2",8500,72000,100,Light,,"미완성된 밀리라 나글파르급 행성 파괴함의 일부입니다. 수많은 지원 체계를 통해 전장의 다양한 방면에서 도움을 줄 수 있습니다. 순항 유도탄 발사기 하나와 근접 방어용 기관포 두 문을 갖추고 있습니다.\n\n나글파르급 지휘 체계와 연동할 수 있습니다.\n\n궁극의 에너지 소산 장갑 도금을 입혀 단일 피해가 750을 초과하지 않도록 방지하며, 200 이상의 피해는 1초마다 단 한 번만 받도록 제",,,
복제된 역장 발생기,Replicated Field Generator,PLAMilira_Field_Tower_Player,Milira:Wings of Democracy,sleepycot.wingsofdemocracy,방어,3x3,9,불가,,,조명 반경 5 / 보호막 반경 25,"Aerospace Citadel Defenses, Field Generator","Plasteel 350, Milira_SunPlateSteel 175, Milira_SolarCrystal 35, ComponentSpacer 7, Milira_StarshipBattery 1",1250,12000,50,Heavy,,"기능의 일부만 계승된 복제 역장 발생기입니다. 빠르게 재생되는 전방위 보호막을 갖추고 있으며, 유물 기술을 사용하여 아군에게 역장 보호막 보호를 제공할 수 있습니다.",,,
테슬라 탑,Tesla Tower,PLAMilira_Tesla_Base,Milira:Wings of Democracy,sleepycot.wingsofdemocracy,방어,1x1,1,통과만,,,,"Aerospace Citadel Defenses, Advanced Thermal Weapons","Plasteel 150, Milira_SunPlateSteel 75, Milira_SolarCrystal 10, ComponentSpacer 5, Milira_StarshipBattery 1",350,24000,-15,Heavy,,"함선용 배터리 전력을 사용하여 수십만 볼트를 생성하는 강력한 전기장 발생기입니다. 생성된 호광은 공기를 찢고 대상에게 즉시 도달한 뒤, 12칸 반경 내의 유닛 최대 8기 사이를 전이합니다. 피해량은 낮지만 장갑 관통력이 높고 제압 능력이 탁월하며, 장갑을 무시하고 내부 장기에 직접 피해를 줄 확률이 있습니다.",,,
모에로틀 책장,MoeLotl Bookcase,Axolotl_Bookcase,MoeLotl Race,hentailoliteam.axolotl,가구,2x1,2,통과만,,,저장 칸당 5묶음,complex furniture,재질(Woody) 20,100,500,0.5,Light,예,"모에로틀 서적을 보관하는 데 사용되는 선반입니다.\n""학문에 정진하는 모에로틀만이 출세할 수 있다.""",,,
모에로틀 기계 방직기,MoeLotl Mechanical Loom,Axolotl_ElectricHandBench,MoeLotl Race,hentailoliteam.axolotl,생산,1x2,2,통과만,-120 W,,"연결 가능 설비 1종 / 작업칸 (0,0,-1)","Basic Clothing, electricity","Steel 130, ComponentIndustrial 2",300,2500,,Medium,예,모에로틀이 의류를 만들 때 사용하는 기계 방직기입니다. 작동에 전력을 필요로 합니다.,102,"양금원단, 모에로틀 방한복, 모에로틀 노예 구속구, 모에로틀 복주머니, 모에로틀 속옷, 모에로틀 잠옷, 모에로틀 메이드복, 모에로틀 농민복, 모에로틀 평민복, 모에로틀 사냥복, 모에로틀 학자복, 모에로틀 판다 잠옷, 모에로틀 행낭, 모에로틀 보물 주머니, 모에로틀 보물 표주박, 모에로틀 모피 조끼, 모에로틀 귀족 바람막이, 모에로틀 백화 외투, 모에로틀 금수 외투, 모에로틀 월계복, 모에로틀 보호복, 모에로틀 부광복, 모에로틀 복파 외투, 모에로틀 호심경, 모에로틀 취묵 외투, 모에로틀 경운 외투, 모에로틀 백설 외투, 모에로틀 영",
모에로틀 방직기,MoeLotl loom,Axolotl_HandBench,MoeLotl Race,hentailoliteam.axolotl,생산,3x3,9,통과만,,,"연결 가능 설비 1종 / 작업칸 (0,0,-2)",Basic Clothing,"WoodLog 100, Steel 80, Cloth 60",180,2000,,Medium,예,모에로틀이 양금원단을 만들 때 사용하는 전통 방직기입니다.,107,"양금원단, 모에로틀 방한복, 모에로틀 노예 구속구, 모에로틀 복주머니, 모에로틀 속옷, 모에로틀 잠옷, 모에로틀 메이드복, 모에로틀 농민복, 모에로틀 평민복, 모에로틀 사냥복, 모에로틀 학자복, 모에로틀 판다 잠옷, 모에로틀 행낭, 모에로틀 보물 주머니, 모에로틀 보물 표주박, 모에로틀 모피 조끼, 모에로틀 귀족 바람막이, 모에로틀 백화 외투, 모에로틀 금수 외투, 모에로틀 월계복, 모에로틀 보호복, 모에로틀 부광복, 모에로틀 복파 외투, 모에로틀 호심경, 모에로틀 취묵 외투, 모에로틀 경운 외투, 모에로틀 백설 외투, 모에로틀 영",
모에로틀 제약대,Grinding table,Axolotl_GrindingTable,MoeLotl Race,hentailoliteam.axolotl,생산,1x1,1,통과만,,,"연결 가능 설비 1종 / 작업칸 (0,0,-1)",Basic Plant,"재질(Stony) 20, WoodLog 10, Steel 20",50,1500,,Medium,예,제약을 위한 절구가 부착된 간단한 작업대입니다. 가장 원시적인 수단을 통해 여러 재료를 모에로틀에게 필요한 약용 분말로 분쇄합니다.,5,"옥경분, 운기단 반죽, 회맥단 반죽, 적혈단, 일식 연지",
반혼로,Soul-Returning Furnace,Axolotl_DeputyStove_Neolithic,MoeLotl Race,hentailoliteam.axolotl,생산,3x3,9,통과만,,,저장,LotlQi Cultivation,"재질(Stony) 100, Steel 50",400,8000,,Heavy,,통천정에 열기를 공급하는 데 사용되는 단로입니다. 단약을 만들 때 생물에 내포된 진기를 흡수하여 연료로 공급합니다.\n\n여러 개의 반혼로를 사용할 경우 통천정의 효율을 증가시킬 수 있습니다.,,,
정수지주,Essence Pillar,Axolotl_DeputyStove_Industrial,MoeLotl Race,hentailoliteam.axolotl,생산,1x1,1,통과만,,,,Alchemy Industrial,"ComponentIndustrial 4, Steel 50, Gold 10",400,8000,,Heavy,예,정주지주는 통천의에 열기를 공급하는 데 사용하는 장치입니다. 연단 효율을 높이는 데 사용됩니다.,,,
통천의,Heaven-Reaching Instrument,Axolotl_AlchemyStove_Industrial,MoeLotl Race,hentailoliteam.axolotl,생산,2x2,4,불가,,,"연료 Chemfuel 200.0 / 조명 반경 12 / 작업칸 (+1,0,-1)",Alchemy Industrial,"ComponentIndustrial 10, Axolotl_CoreOfHeavenReachingCauldron 1, Steel 300",1000,15000,,Heavy,,모에로틀이 사용하는 정교한 연단 장치입니다. 필요한 재료만 넣으면 연단을 수행할 수 있습니다.,,,
통천정,Heaven-Reaching Cauldron,Axolotl_AlchemyStove_Neolithic,MoeLotl Race,hentailoliteam.axolotl,생산,3x3,9,불가,,,"조명 반경 12 / 작업칸 (0,0,-2)",LotlQi Cultivation,"재질(Stony) 200, Steel 100, Axolotl_CoreOfHeavenReachingCauldron 1",1000,18000,,Heavy,,운기단을 만드는 데 사용되는 단로입니다. 작동시키려면 반혼로와 연결해야 합니다.,,,
명등,nether lamp,RM_NetherLamp,MoeLotl: Rigor Mortis,fxz.moelotlzombie.update,가구,1x1,1,통과만,,,조명 반경 7,Corpse Cultivation,"RM_OvercastWood 25, Steel 20",50,300,,Light,예,청록색 빛을 발하는 제등이 방황하는 영혼을 인도합니다. 그 빛은 주변의 음기를 높일 수 있습니다.,,,
모에로틀 관,moelotl sarcophagus,Axolotl_Sarcophagus,MoeLotl: Rigor Mortis,fxz.moelotlzombie.update,기타,1x2,2,통과만,,,저장,Corpse Cultivation,RM_OvercastWood 80,250,2400,0,Light,,자괴목으로 만든 특별한 관은 매우 강한 음기를 가지고 있으며 땅에 묻으면 천천히 땅속으로 가라앉습니다.\n\n강시를 매장할 때는 관의 네 귀퉁이를 붉은 비단으로 매달아 지면의 기운에 닿지 않도록 해야 합니다. 모에로틀족의 시신을 선택하여 흙으로 덮어 관에 넣습니다. 시신의 중앙에 팔괘를 맞춰 음기를 흡수합니다.\n\n관 속의 음기는 하루 동안 무작위로 오르내리며 음양의 조화는 시간이 지남에 ,,,
모에로틀 임무 게시판,Moelotl Call Board,RM_MoelotlCallBoard,MoeLotl: Rigor Mortis,fxz.moelotlzombie.update,기타,2x1,2,통과만,,,,,재질(Metallic/Woody/Stony) 100,115,4000,23,Light,예,주변 모에로틀 마을의 임무를 게시하는 게시판은 하나만 건설할 수 있습니다. 정기적으로 의뢰가 접수되지만 그중에는 일상적인 것도 있고 더 특별한 것도 포함됩니다.,,,
벌레 상자,worm box,RM_WormBox,MoeLotl: Rigor Mortis,fxz.moelotlzombie.update,기타,1x1,1,통과만,,,,Corpse Cultivation,"RM_OvercastWood 35, Meat_Megaspider 20",40,500,-5,Light,예,독벌레가 들어 있는 보석 상자는 모에로틀 일부 마을의 고독 사술과 관련이 있습니다. 이 보석 상자는 주변의 음기를 높일 수 있습니다.,,,
향로,incense tripod,RM_IncenseTripod,MoeLotl: Rigor Mortis,fxz.moelotlzombie.update,기타,1x1,1,통과만,,,,Corpse Cultivation,"RM_OvercastWood 45, Steel 50",150,1000,5,Light,예,산 자는 음식을 필요로 하고 죽은 자도 음식을 필요로 합니다. 산 자는 곡식을 먹고 죽은 자는 담배를 먹습니다. 제사를 지낼 때 솥에 향을 피우는 것은 귀신에게 경의를 표하기 위함입니다. 세 자루는 신을 존경하고 네 자루는 귀신을 존경하니 잘못하지 마십시오.,,,
간단한 초월공학 조명,primitive archotech light,MAG_ArchotechTorchLamp,More Archotech Garbage (Continued),zal.morearchotechgarbage,가구,1x1,1,통과만,,,조명 반경 10,,"WoodLog 20, ArchotechScrap 1",125,125,1,Light,예,"초월계 파편을 단순히 막대기에 붙인 조명입니다. 정착민의 기술 수준이 낮아 파편을 다른 곳에 사용하지 못할 때, 괜찮은 광원이 되어줍니다.",,,
간단한 초월공학 벽,primitive archotech wall,MAG_PrimitiveArchotechWall,More Archotech Garbage (Continued),zal.morearchotechgarbage,구조물,1x1,1,불가,,,,,"재질(Metallic/Woody/Stony/Metallic/Woody/Stony) 5, ArchotechScrap 1",450,150,1,Medium,,지나갈 수 없는 벽입니다. 지붕을 지지할 수 있습니다. 초월계 파편이 들어가 있어 기존의 벽보다 조금 더 튼튼합니다.,,,
초월공학 문,archotech door,MAG_ArchotechDoor,More Archotech Garbage (Continued),zal.morearchotechgarbage,구조물,1x1,1,가능,,,,Archotech Fundamentals,"Steel 15, Plasteel 10, ArchotechScrap 10",,1000,1,Light,,방을 나눕니다. 빠르게 열리며 부서지지 않습니다.,,,
초월공학 벽,archotech wall,MAG_ArchotechWall,More Archotech Garbage (Continued),zal.morearchotechgarbage,구조물,1x1,1,불가,,,,Archotech Fundamentals,"Steel 10, ArchotechScrap 3",,600,1,Medium,,부서지지 않는 초월공학 벽입니다.,,,
바노메트릭 냄비,vanometric liquid processor,MAG_VanometricPot,More Archotech Garbage (Continued),zal.morearchotechgarbage,생산,1x1,1,통과만,,,"작업칸 (0,0,-1)",Archotech Technology Tier 1,"Steel 20, Gold 50, Plasteel 100, Uranium 50, ArchotechScrap 35",100,800,,Light,예,초월공학 기술로 만들어진 냄비입니다. 조리하는 동안 시간에 간섭하여 조리 속도를 크게 높입니다. 작동하는 데 전력이나 연료가 필요하지 않습니다.,,,
배노메트릭 시간 가속 챔버,vanometric time alteration chamber,MAG_ArchotechCheesePress,More Archotech Garbage (Continued),zal.morearchotechgarbage,생산,1x1,1,통과만,,,"작업칸 (0,0,-1)",Archotech Technology Tier 1,"Steel 20, Gold 50, Plasteel 100, Uranium 50, ArchotechScrap 35",100,800,,Light,예,시간을 가속하는 변칙 장치가 탑재되어 있습니다. 누군가 이 챔버로 치즈와 술을 숙성시키면 좋겠다는 결론을 내리기까지는 많은 시간이 필요하지 않았습니다.,,,
초월공학 저장고,Archotech adaptive storage chamber,MAG_ASF_BoxOne,More Archotech Garbage (Continued),zal.morearchotechgarbage,저장고,1x1,1,통과만,,,저장 칸당 50묶음,Archotech Technology Tier 1,"Steel 150, Gold 50, Plasteel 75, ArchotechScrap 75",,25000,5,Light,,파괴 불가능한 초월공학 설비입니다. 공간적 변칙성을 지녀 대량의 물품을 안전하게 보관할 수 있습니다.,,,
초월공학 축전지,archotech battery,MAG_ArchotechBatteryS,More Archotech Garbage (Continued),zal.morearchotechgarbage,전력,1x1,1,통과만,,,축전 10000 Wd,Archotech Technology Tier 1,"Steel 150, Uranium 35, Plasteel 65, ArchotechScrap 120",1500,25750,,Light,예,"막대한 양의 전기를 모으고, 전력이 부족할 때 내보냅니다. 저장 가능한 전력의 최대량은 이 장치의 크기를 따졌을 때 물리적으로 불가능하지만, 일종의 작은 차원에 전력을 저장하는 것으로 보입니다.",,,
건설 신호기,Construction Beacon,ArchotechConstructBeacon,More Archotech Garbage (Continued),zal.morearchotechgarbage,초월공학,1x1,1,가능,,,,Archotech Technology Tier 3,"Steel 105, Uranium 15, Plasteel 55, Gold 10, ArchotechScrap 75",1500,20000,,Light,예,근처에 있는 사람의 건설 속도를 높여주는 특이한 초월공학 장치입니다.,,,
고통 신호기,Pain Beacon,ArchotechPainIncreaseBeacon,More Archotech Garbage (Continued),zal.morearchotechgarbage,초월공학,1x1,1,가능,,,,Archotech Technology Tier 3,"Steel 105, Uranium 15, Plasteel 55, Gold 10, ArchotechScrap 75",1500,20000,,Light,예,근처에 있는 적의 고통 한계를 약화하는 특이한 초월공학 장치입니다.,,,
고통 억제 신호기,Pain suppression Beacon,ArchotechPainDecreaseBeacon,More Archotech Garbage (Continued),zal.morearchotechgarbage,초월공학,1x1,1,가능,,,,Archotech Technology Tier 3,"Steel 105, Uranium 15, Plasteel 55, Gold 10, ArchotechScrap 75",1500,20000,,Light,예,근처에 있는 사람의 고통 내성을 강화하는 특이한 초월공학 장치입니다.,,,
구속 신호기,Slowness Beacon,ArchotechSlownessBeacon,More Archotech Garbage (Continued),zal.morearchotechgarbage,초월공학,1x1,1,가능,,,,Archotech Technology Tier 3,"Steel 105, Uranium 15, Plasteel 55, Gold 10, ArchotechScrap 75",1500,20000,,Light,예,근처에 있는 적의 이동속도를 낮추는 특이한 초월공학 장치입니다.,,,
낙하기 소환기,Pod summoner,ArchoPodGenerator,More Archotech Garbage (Continued),zal.morearchotechgarbage,초월공학,1x1,1,불가,,,,Archotech Technology Tier 1,"Steel 60, Plasteel 25, ArchotechScrap 60",2000,50,2,Medium,예,"주기적으로 물품이나 가끔 사람이 들어 있는 낙하기를 소환하는 특이한 초월공학 장치입니다. 그 누구도 낙하기가 어디서 나타났는지를 알 수 없으며, 낙하기 안에 있던 사람도 어떻게 그 안에 들어가게 되었는지를 기억하지 못합니다.",,,
대형 초월공학 복제기,Large Archotech Replicator,MAG_ArchoReproductorLarge,More Archotech Garbage (Continued),zal.morearchotechgarbage,초월공학,3x3,9,불가,,,,Archotech Technology Tier 3,"Steel 27135, Gold 4860, Uranium 4455, Plasteel 9720, Silver 24300, ArchotechScrap 24300",50000,2240000,,Medium,예,"주기적으로 초월계 파편과 초월계 덩어리를 생성하는 초월공학 장치입니다. 생성한 재료는 자동으로 건설에 사용되며, 명령이 없을 경우 바닥에 재료를 방출합니다.",,,
메카노이드 소환기,Mechanoid Summoner,ArchoMechSummoner,More Archotech Garbage (Continued),zal.morearchotechgarbage,초월공학,2x2,4,가능,,,,Archotech Technology Tier 1,"Steel 100, Plasteel 15, Gold 5, ArchotechScrap 45",1000,1600,,Light,예,"""버튼""을 누르면 메카노이드를 즉시 소환하는 특이한 초월공학 장치입니다.",,,
미식가 신호기,Gourmet Beacon,ArchotechRamseyBeacon,More Archotech Garbage (Continued),zal.morearchotechgarbage,초월공학,1x1,1,가능,,,,Archotech Technology Tier 3,"Steel 105, Uranium 15, Plasteel 55, Gold 10, ArchotechScrap 75",1500,20000,,Light,예,근처에 있는 사람의 조리 속도를 늘리고 식중독 확률을 줄여주는 특이한 초월공학 장치입니다.,,,
보호 신호기,Protection Beacon,ArchotechProtectMyBootyBeacon,More Archotech Garbage (Continued),zal.morearchotechgarbage,초월공학,1x1,1,가능,,,,Archotech Technology Tier 3,"Steel 105, Uranium 15, Plasteel 55, Gold 10, ArchotechScrap 75",1500,20000,,Light,예,근처에 있는 사람의 방어력을 강화하는 특이한 초월공학 장치입니다.,,,
사교 신호기,Social Beacon,ArchotechChadBeacon,More Archotech Garbage (Continued),zal.morearchotechgarbage,초월공학,1x1,1,가능,,,,Archotech Technology Tier 3,"Steel 105, Uranium 15, Plasteel 55, Gold 10, ArchotechScrap 75",1500,20000,,Light,예,근처에 있는 사람의 카리스마를 강화하는 특이한 초월공학 장치입니다.,,,
성급함 신호기,Haste Beacon,ArchotechHermesBeacon,More Archotech Garbage (Continued),zal.morearchotechgarbage,초월공학,1x1,1,가능,,,,Archotech Technology Tier 3,"Steel 105, Uranium 15, Plasteel 55, Gold 10, ArchotechScrap 75",1500,20000,,Light,예,근처에 있는 사람의 이동 속도를 높여주는 특이한 초월공학 장치입니다.,,,
성장 신호기,Growth Beacon,ArchotechMeatLeatherYieldBeacon,More Archotech Garbage (Continued),zal.morearchotechgarbage,초월공학,1x1,1,가능,,,,Archotech Technology Tier 3,"Steel 105, Uranium 15, Plasteel 55, Gold 10, ArchotechScrap 75",1500,20000,,Light,예,근처에 있는 생명체의 고기와 가죽의 생산량을 늘려주는 특이한 초월공학 장치입니다.,,,
